1630382457,H,53.902503967285156
1630382457,P,998.4306640625
1630382457,T,18.536519283718533
1630382458,PM10,2.6
1630382458,PM25,2.8
1630382458,S,253.0
1630382758,H,53.56032943725586
1630382758,P,998.572509765625
1630382758,T,18.774539862738717
1630382759,PM10,2.4
1630382759,PM25,3.3
1630382759,S,253.0
1630383059,H,53.682533264160156
1630383059,P,998.557861328125
1630383059,T,18.475650973849824
1630383060,PM10,2.3
1630383060,PM25,2.5
1630383060,S,251.0
1630383360,H,54.767112731933594
1630383360,P,998.5986328125
1630383360,T,18.834045749240452
1630383361,PM10,2.4
1630383361,PM25,2.8
1630383361,S,251.0
1630367400,PM10,2.6
1630367400,PM25,2.9
1630367400,S,249.0
1630367700,H,53.30064392089844
1630367700,P,997.11328125
1630367700,T,19.101822238498265
1630367701,PM10,2.7
1630367701,PM25,3.5
1630367701,S,249.0
1630374627,H,52.70183563232422
1630374627,P,997.5205078125
1630374627,T,18.655531056722005
1630374628,PM10,2.6
1630374628,PM25,2.8
1630374628,S,250.0
1630374928,H,53.514503479003906
1630374928,P,997.728271484375
1630374928,T,18.804292805989583
1630374929,PM10,2.6
1630374929,PM25,3.2
1630374929,S,252.0
1630369808,H,53.208988189697266
1630369808,P,997.27978515625
1630369808,T,18.5946627468533
1630369809,PM10,2.4
1630369809,PM25,3.4
1630369809,S,247.0
1630370109,H,53.11122131347656
1630370109,P,997.31982421875
1630370109,T,18.923304578993058
1630370111,PM10,2.7
1630370111,PM25,3.2
1630370111,S,247.0
1630388146,H,52.75988006591797
1630388146,P,998.7421875
1630388146,T,19.518357510036893
1630388147,PM10,2.7
1630388147,PM25,3.0
1630388147,S,253.0
1630387888,H,60.73686981201172
1630387888,P,999.858154296875
1630387888,T,19.975545111762152
1630387889,PM10,222.9
1630387889,PM25,1032.0
1630387889,S,283.0
1630388305,H,61.58620071411133
1630388305,P,999.90478515625
1630388305,T,19.05457222832574
1630388306,PM10,4.2
1630388306,PM25,6.6
1630388306,S,267.0
1630374025,H,53.34035873413086
1630374025,P,997.5478515625
1630374025,T,18.774539862738717
1630374026,PM10,2.6
1630374026,PM25,4.0
1630374026,S,249.0
1630374326,H,53.52672576904297
1630374326,P,997.44921875
1630374326,T,18.774539862738717
1630374327,PM10,2.7
1630374327,PM25,3.1
1630374327,S,249.0
1630371013,H,52.93096923828125
1630371013,P,997.243896484375
1630371013,T,18.774539862738717
1630371014,PM10,2.8
1630371014,PM25,3.5
1630371014,S,249.0
1630371314,H,53.294532775878906
1630371314,P,997.294921875
1630371314,T,18.385032687717015
1630371315,PM10,2.3
1630371315,PM25,3.4
1630371315,S,247.0
1630366496,H,52.89125061035156
1630366496,P,996.974853515625
1630366496,T,19.280336931016713
1630366497,PM10,2.8
1630366497,PM25,3.5
1630366497,S,248.0
1630366797,H,52.94319152832031
1630366797,P,997.032958984375
1630366797,T,18.923304578993058
1630366798,PM10,2.5
1630366798,PM25,3.0
1630366798,S,248.0
