1629152514,H,41.507774353027344
1629152514,P,990.96142578125
1629152514,T,22.270379740397132
1629152515,PM10,7.1
1629152515,PM25,10.0
1629152515,S,309.0
1629152815,H,42.71455764770508
1629152815,P,990.9853515625
1629152815,T,21.46433135986328
1629152816,PM10,7.7
1629152816,PM25,10.7
1629152816,S,307.0
1629151911,H,42.317386627197266
1629151911,P,990.8173828125
1629151911,T,21.703720296223956
1629151912,PM10,7.1
1629151912,PM25,10.6
1629151912,S,307.0
1629152212,H,42.41820526123047
1629152212,P,990.9052734375
1629152212,T,22.300132683648002
1629152214,PM10,7.3
1629152214,PM25,9.9
1629152214,S,309.0
1629152514,H,41.507774353027344
1629152514,P,990.96142578125
1629152514,T,22.270379740397132
1629152515,PM10,7.1
1629152515,PM25,10.0
1629152515,S,309.0
1629152815,H,42.71455764770508
1629152815,P,990.9853515625
1629152815,T,21.46433135986328
1629152816,PM10,7.7
1629152816,PM25,10.7
1629152816,S,307.0
1629153116,H,43.37141418457031
1629153116,P,991.007568359375
1629153116,T,22.32852023654514
1629153117,PM10,7.2
1629153117,PM25,8.9
1629153117,S,307.0
1629153417,H,43.67998504638672
1629153417,P,991.15283203125
1629153417,T,22.44753200954861
1629153418,PM10,7.3
1629153418,PM25,9.2
1629153418,S,309.0
1629153718,H,44.79816818237305
1629153718,P,991.179443359375
1629153718,T,22.32852023654514
1629153719,PM10,7.0
1629153719,PM25,7.8
1629153719,S,309.0
1629154019,H,44.57514190673828
1629154019,P,991.15380859375
1629154019,T,22.388026123046878
1629154020,PM10,7.3
1629154020,PM25,10.2
1629154020,S,310.0
1629155525,H,45.65361022949219
1629155525,P,991.265380859375
1629155525,T,22.416419609917533
1629155526,PM10,7.4
1629155526,PM25,8.2
1629155526,S,310.0
1629155826,H,45.451969146728516
1629155826,P,991.306884765625
1629155826,T,22.206789550781252
1629155827,PM10,7.2
1629155827,PM25,7.9
1629155827,S,310.0
1629154923,H,45.137290954589844
1629154923,P,991.226318359375
1629154923,T,22.685555555555556
1629154924,PM10,7.2
1629154924,PM25,8.0
1629154924,S,311.0
1629155224,H,45.522239685058594
1629155224,P,991.2470703125
1629155224,T,22.23654249403212
1629155225,PM10,7.7
1629155225,PM25,8.6
1629155225,S,312.0
1629154320,H,44.74623107910156
1629154320,P,991.17626953125
1629154320,T,22.417779066297744
1629154321,PM10,6.7
1629154321,PM25,8.5
1629154321,S,308.0
1629154622,H,44.79511260986328
1629154622,P,991.244873046875
1629154622,T,22.14864312065972
1629154623,PM10,7.2
1629154623,PM25,8.1
1629154623,S,309.0
1629156729,H,46.60987091064453
1629156729,P,991.271728515625
1629156729,T,22.177036607530383
1629156730,PM10,7.3
1629156730,PM25,8.2
1629156730,S,311.0
1629157031,H,46.80845642089844
1629157031,P,991.269287109375
1629157031,T,22.415060153537326
1629157032,PM10,7.4
1629157032,PM25,9.3
1629157032,S,311.0
1629155525,H,45.65361022949219
1629155525,P,991.265380859375
1629155525,T,22.416419609917533
1629155526,PM10,7.4
1629155526,PM25,8.2
1629155526,S,310.0
1629155826,H,45.451969146728516
1629155826,P,991.306884765625
1629155826,T,22.206789550781252
1629155827,PM10,7.2
1629155827,PM25,7.9
1629155827,S,310.0
1629157934,H,47.291168212890625
1629157934,P,991.25146484375
1629157934,T,22.653077765570746
1629157935,PM10,7.7
1629157935,PM25,9.3
1629157935,S,314.0
1629158235,H,46.31962966918945
1629158235,P,991.22802734375
1629158235,T,23.399620259602862
1629158236,PM10,7.2
1629158236,PM25,7.9
1629158236,S,313.0
1629156729,H,46.60987091064453
1629156729,P,991.271728515625
1629156729,T,22.177036607530383
1629156730,PM10,7.3
1629156730,PM25,8.2
1629156730,S,311.0
1629157031,H,46.80845642089844
1629157031,P,991.269287109375
1629157031,T,22.415060153537326
1629157032,PM10,7.4
1629157032,PM25,9.3
1629157032,S,311.0
1629157934,H,47.291168212890625
1629157934,P,991.25146484375
1629157934,T,22.653077765570746
1629157935,PM10,7.7
1629157935,PM25,9.3
1629157935,S,314.0
1629158235,H,46.31962966918945
1629158235,P,991.22802734375
1629158235,T,23.399620259602862
1629158236,PM10,7.2
1629158236,PM25,7.9
1629158236,S,313.0
1629159138,H,48.0244026184082
1629159138,P,991.403564453125
1629159138,T,23.161602647569445
1629159139,PM10,7.5
1629159139,PM25,9.5
1629159139,S,313.0
1629159440,H,48.29631042480469
1629159440,P,991.4365234375
1629159440,T,22.50431898328993
1629159441,PM10,7.5
1629159441,PM25,9.9
1629159441,S,316.0
1629158536,H,48.02134704589844
1629158536,P,991.277587890625
1629158536,T,22.62332482231988
1629158537,PM10,7.4
1629158537,PM25,9.0
1629158537,S,314.0
1629158837,H,47.9358024597168
1629158837,P,991.313232421875
1629158837,T,22.62332482231988
1629158838,PM10,7.6
1629158838,PM25,9.3
1629158838,S,313.0
1629160343,H,48.9256706237793
1629160343,P,991.431884765625
1629160343,T,22.682830708821612
1629160344,PM10,7.8
1629160344,PM25,9.0
1629160344,S,316.0
1629160644,H,48.52544403076172
1629160644,P,991.474365234375
1629160644,T,23.01147254096137
1629160645,PM10,7.1
1629160645,PM25,7.8
1629160645,S,317.0
1629159138,H,48.0244026184082
1629159138,P,991.403564453125
1629159138,T,23.161602647569445
1629159139,PM10,7.5
1629159139,PM25,9.5
1629159139,S,313.0
1629159440,H,48.29631042480469
1629159440,P,991.4365234375
1629159440,T,22.50431898328993
1629159441,PM10,7.5
1629159441,PM25,9.9
1629159441,S,316.0
1629160343,H,48.9256706237793
1629160343,P,991.431884765625
1629160343,T,22.682830708821612
1629160344,PM10,7.8
1629160344,PM25,9.0
1629160344,S,316.0
1629160644,H,48.52544403076172
1629160644,P,991.474365234375
1629160644,T,23.01147254096137
1629160645,PM10,7.1
1629160645,PM25,7.8
1629160645,S,317.0
1629161547,H,49.225074768066406
1629161547,P,991.530517578125
1629161547,T,23.100731370713973
1629161548,PM10,8.0
1629161548,PM25,9.2
1629161548,S,316.0
1629161849,H,49.053985595703125
1629161849,P,991.526611328125
1629161849,T,22.71258365207248
1629161850,PM10,7.1
1629161850,PM25,7.9
1629161850,S,315.0
1629163354,H,49.5641975402832
1629163354,P,991.8330078125
1629163354,T,23.039866027832034
1629163355,PM10,7.2
1629163355,PM25,8.5
1629163355,S,317.0
1629163655,H,49.78111267089844
1629163655,P,991.82666015625
1629163655,T,23.18999020046658
1629163656,PM10,7.2
1629163656,PM25,7.9
1629163656,S,318.0
1629162752,H,50.02246856689453
1629162752,P,991.742919921875
1629162752,T,22.891101311577692
1629162753,PM10,7.4
1629162753,PM25,8.2
1629162753,S,316.0
1629163053,H,49.332008361816406
1629163053,P,991.753662109375
1629163053,T,22.950607198079425
1629163054,PM10,7.4
1629163054,PM25,8.2
1629163054,S,317.0
1629162150,H,49.19452667236328
1629162150,P,991.57470703125
1629162150,T,23.070978427463103
1629162151,PM10,7.2
1629162151,PM25,8.0
1629162151,S,316.0
1629162451,H,49.649742126464844
1629162451,P,991.706787109375
1629162451,T,22.801842481825087
1629162452,PM10,7.7
1629162452,PM25,8.6
1629162452,S,317.0
1629165161,H,49.92164993286133
1629165161,P,991.8447265625
1629165161,T,22.891101311577692
1629165162,PM10,7.4
1629165162,PM25,8.3
1629165162,S,320.0
1629165462,H,49.875823974609375
1629165462,P,991.953125
1629165462,T,23.0696189710829
1629165463,PM10,6.8
1629165463,PM25,7.5
1629165463,S,319.0
1629164559,H,49.69251251220703
1629164559,P,991.87353515625
1629164559,T,22.891101311577692
1629164560,PM10,7.4
1629164560,PM25,8.1
1629164560,S,318.0
1629164860,H,50.83208465576172
1629164860,P,991.840087890625
1629164860,T,23.18999020046658
1629164861,PM10,7.0
1629164861,PM25,7.8
1629164861,S,318.0
1629163354,H,49.5641975402832
1629163354,P,991.8330078125
1629163354,T,23.039866027832034
1629163355,PM10,7.2
1629163355,PM25,8.5
1629163355,S,317.0
1629163655,H,49.78111267089844
1629163655,P,991.82666015625
1629163655,T,23.18999020046658
1629163656,PM10,7.2
1629163656,PM25,7.9
1629163656,S,318.0
1629162752,H,50.02246856689453
1629162752,P,991.742919921875
