1629024608,H,50.82902526855469
1629024608,P,995.660888671875
1629024608,T,24.733047078450518
1629024609,PM10,7.8
1629024609,PM25,9.3
1629024609,S,325.0
1629024993,H,51.1253776550293
1629024993,P,995.525634765625
1629024993,T,25.210453626844618
1629024994,PM10,7.7
1629024994,PM25,10.8
1629024994,S,324.0
